Line	pr	pk	X_end	Y_end	TIME	DATE	T_bottoom	T_top
0	0	37.149	364401.7194	6178536.868	09:42:52	30.05.2025	52654260.9	52662640.9
0	0	37.237	364401.7638	6178536.792	09:42:52	30.05.2025	52655097.8	52662583.8
0	0	37.325	364401.8077	6178536.717	09:42:52	30.05.2025	52655934.7	52662526.7
0	0	37.412	364401.852	6178536.641	09:42:52	30.05.2025	52656771.6	52662469.6
0	0	37.5	364401.8964	6178536.565	09:42:52	30.05.2025	52657608.5	52662412.5
0	0	37.588	364401.9403	6178536.49	09:42:52	30.05.2025	52658445.4	52662355.4
0	0	37.675	364401.9847	6178536.414	09:42:52	30.05.2025	52659282.3	52662298.3
0	0	37.763	364402.0291	6178536.338	09:42:53	30.05.2025	52660119.2	52662241.2
0	0	37.851	364402.0735	6178536.262	09:42:53	30.05.2025	52660956.1	52662184.1
0	0	37.939	364402.1173	6178536.187	09:42:53	30.05.2025	52661793	52662127
0	0	38.026	364401.1727	6178537.803	09:42:53	30.05.2025	52661899	52661947
0	0	38.114	364401.2171	6178537.727	09:42:53	30.05.2025	52662396	52662038
0	0	38.202	364401.2609	6178537.652	09:42:53	30.05.2025	52663126	52662406
0	0	38.289	364401.3053	6178537.576	09:42:53	30.05.2025	52664347	52663508
0	0	38.377	364401.3497	6178537.5	09:42:53	30.05.2025	52665210	52662917
0	0	38.465	364401.3941	6178537.424	09:42:53	30.05.2025	52665231	52662624
0	0	38.553	364401.438	6178537.349	09:42:53	30.05.2025	52664614	52662841
0	0	38.64	364401.4824	6178537.273	09:42:54	30.05.2025	52664038	52663059
0	0	38.728	364401.5267	6178537.197	09:42:54	30.05.2025	52664278.84	52662992.68
0	0	38.816	364401.5711	6178537.121	09:42:54	30.05.2025	52664519.68	52662926.36
0	0	38.904	364401.615	6178537.046	09:42:54	30.05.2025	52664760.52	52662860.04
0	0	38.991	364401.6594	6178536.97	09:42:54	30.05.2025	52665001.36	52662793.72
0	0	39.079	364400.6703	6178538.661	09:42:54	30.05.2025	52665242.2	52662727.4
0	0	39.167	364400.7142	6178538.586	09:42:54	30.05.2025	52665483.04	52662661.08
0	0	39.254	364400.7586	6178538.51	09:42:54	30.05.2025	52665723.88	52662594.76
0	0	39.342	364400.803	6178538.434	09:42:54	30.05.2025	52665964.72	52662528.44
0	0	39.43	364400.8474	6178538.358	09:42:54	30.05.2025	52666205.56	52662462.12
0	0	39.518	364400.8912	6178538.283	09:42:55	30.05.2025	52666446.4	52662395.8
0	0	39.605	364400.9356	6178538.207	09:42:55	30.05.2025	52666687.24	52662329.48
0	0	39.693	364400.98	6178538.131	09:42:55	30.05.2025	52666928.08	52662263.16
